title,author,tag,series,isbn
Vehículos eléctricos e híbridos ,"Ros Marín, Joan Antoni",629.11 Ros,,9788428339407
La Bici : manual de reparación ,"Sidwells, Chris",629.11 Sid,,9788428216241
Técnicas de enmascarado , ,629.11 Tec,,9788497329859
Ultimate american cars : five-view series , ,629.11 Ult,Motorbooks (Amberbooks),9780760325704
Cabriolets : modelos legendarios para soñar sobre cuatro ruedas ,"Villa, Saverio",629.11 Vil,LU ilustrado,9788415372219
El Libro de la bicicleta : mantenimiento y reparación ,"Witts, James",629.11 Wit,,9788426725691
La Bicicleta de carretera : manual de mantenimiento y reparación ,"Zedler, Dirk",629.11 Zed,,9788479028770
Coches : enciclopedia ilustrada, ,629.11(03) Coc,,9788499284286
Rumbo a la historia : navíos emblemáticos de todos los tiempos ,"Álvarez, Francisco (Escriptor)",629.12 Alv,,9788493940409
Barcos : su historia a través del arte y la fotografía  , ,629.12 Bar,,9788408102663
Piratas : filibusterismo y piratería en el Caribe y en los Mares del Sur (1522-1725) ,"Moreau, Jean-Pierre",629.12 Mor,Papeles del tiempo   26,9788477742616
El Llaüt : la barca de la Mediterrània ,"Oliver Font, Bernat",629.12 Oli,,9788416163656
"La Vida de los piratas : contada por ellos mismos, por sus víctimas y por sus perseguidores ", ,629.12 Vid,Tiempo de historia (Crítica),9788498920598
Piloto de dron (RPAS) , ,629.13 Pil,,9788497324465
100 històries de l'aventura espacial : èxits i tragèdies de l'espècie que somiava explorar el més enllà ,"Català Amigó, Joan Anton",629.19 Cat,De cent en cent   60,9788490349144
Un Pequeño paso para [un] hombre : la historia desconocida de la llegada del hombre a la Luna ,"Clemente, Rafael",629.19 Cle,,9788448024949
Resistencia : un año en el espacio ,"Kelly, Scott",629.19 Kel,,9788499928227
Historia de la exploración espacial : del mundo antiguo al futuro extraterrestre ,"Launius, Roger D.",629.19 Lau,,9788417338749
"Cultivar la tierra : encuentros con la tierra : aproximaciones a la cultura ecológica a través de las tareas y destrezas del tiempo, el paisaje, la vivacidad y, sobre todo, del agricultor autosuficiente ","Araújo, Joaquín",63 Ara,,9788484765561
"Permacultura práctica : para tu terreno, tu comunidad y todo el planeta ","Bloom, Jessi",63 Blo,,9788494433443
Agricultura urbana : espacios de cultivo para una ciudad sostenible = Urban agriculture : spaces of cultivation for a sustainable city ,"Arosemena, Graciela",63.1 Aro,,9788425224232
Guía práctica de la vida autosuficiente ,"Seymour, John",63.1 Sey,,9788480768856
La Guía completa para una vida autosuficiente : técnicas tradicionales y últimos avances ,"Strawbridge, Dick",63.1 Str,,9788480769235
Preparación del medio de cultivo ,"Gil-Albert Velarde, Fernando",63.14 Gil,,9788428332804
Cómo producir sus propias semillas biológicas ,"Boué, Christian",63.15 Bou,,9788476287422
Jardín ecológico fácil ,"Delvaux, Catherine",63.15 Del,Jardinería bio,9788415785187
El Placer de obtener tus semillas ,"Goust, Jérôme",63.15 Gou,Guías para la fertilidad de la tierra   1,9788493630874
El Libro de los germinados : cómo cultivarlos y utilizarlos para tener más salud y vitalidad ,"Wigmore, Ann",63.15 Wig,Salud natural (Gaia),9788484455967
Poda e injerto de frutales ,"Casas Flores, Raquel",63.154 Cas,,9788484767190
Cómo hacer un buen compost : manual para horticultores ecológicos ,"Bueno, Mariano",63.18 Bue,Guías para la fertilidad de la tierra   2,9788493828912
Compostar a casa : manual per fabricar adob amb residus de la llar ,"Vallès Casanova, Josep M.",63.18 Val,,9788476287408
"Estripar la terra : contra les mentides del món rural : propostes per conèixer i entendre qüestions al voltant de la diversitat, l'equilibri i la sostenibilitat en rebuig a la sobreexplotació, la pressa i la violència ","Dunyó i Ruhí, Pol",63.19 Dun,Ciclogènesi   24,9788417925697
El Estado de los recursos de tierras y aguas del mundo para la alimentación y la agricultura : la gestión de los sistemas en situación de riesgo, ,63.19 Est,,9789253066148 (FAO)
L'Hort del segon origen : l'horticultura del futur amb arrels al passat ,"Puig Roca, Jordi",63.19 Pui,Museu Vida Rural   5,9788472269897
Las Cosechas del futuro : cómo la agroecología puede alimentar al mundo ,"Robin, Marie-Monique",63.19 Rob,Atalaya (Península)   490,9788499422190
Plagas y enfermedades de jardines ,"Villalva Quintana, Sonia",63.2 Vil,,8484761789
El Libro del café ,"Luján, Nèstor, 1922-1995",63.37 Luj,,8439809573
Del test a la taula ,"Bohne, Burkhard",63.38 Boh,,9788490347065
Diccionario de plantas medicinales ,"Cebrián, Jordi",63.38 Ceb,RBA integral,9788415541363
Guia terapèutica : plantes remeieres ,"Escalé Besa, Anna",63.38 Esc,Cultura popular (Farell)   12,9788492811984
Plantas medicinales en casa : la ayuda más natural para cada ocasión ,"López, María Tránsito",63.38 Lop,,9788475566931
Plantas que curan ,"Millet, Fabienne",63.38 Mil,,9788416890330
Manual práctico de plantas medicinales ,"Rosselló, Jaume",63.38 Ros,Masters (Robinbook),9788499174068
"Tornar als remeis de sempre : pocions, ungüents, herbes medicinals i  herbes santes  ","Serra de Manresa, Valentí",63.38 Ser,Col·lecció l'ermità   4,9788412356618
L'Hort urbà : plantes aromàtiques : manual de cultiu de plantes medicinals i aromàtiques en balcons i terrats ,"Vallès Casanova, Josep M.",63.38 Val,,9788476286852
El Cultivo del manzano : variedades de sidra y mesa ,"Coque Fuertes, Manuel",63.41 Coq,,9788484765189
Plantas a partir de semillas : jardinería en recipientes y macetas ,"Farrell, Holly",63.41 Far,,9788416138685
"Cultivo de pequeños frutos en el huerto ecológico : elección, plantación, cuidados, poda ... : frambueso, kiwi, fresal, vid, goji, madreselva azul, arándano, grosellero, avellano, zarzamora, saúco ... ","Pépin, Denis",63.41 Pep,,9788494826788
Barcelona i el vi ,"Fernández de Castro Azúa, David",63.48 Fer,,9788499795294
Les Fagedes , ,63.49 Fag,Manuals de gestió d'hàbitats,9788498034943
Manual de extinción de grandes y peligrosos incendios forestales : técnicas eficaces y seguras ,"Martínez Ruiz, Enrique (Enginyer agrònom)",63.49 Mar,,9788484764076
Incendios forestales : una visión desde la ecología ,"Pausas, Juli G.",63.49 Pau,¿Qué sabemos de?   32,9788400094928 (CSIC)
En busca del árbol madre : descubre la sabiduría del bosque ,"Simard, S.",63.49 Sim,Paidós contextos,9788449338311
Operaciones básicas en viveros y centros de jardinería ,"Boix Aristu, Elisa",63.5 Boi,,9788428332835
El Huerto con flores : cultivo ecológico en pequeños espacios ,"Bueno, Mariano",63.5 Bue,RBA integral,9788491180661
Manual para cultivar en espacios pequeños ,"Akeroyd, Simon",63.51 Ake,Proyectos e ideas,9788416138821
Huerto urbano ,"Asseray, Philippe",63.51 Ass,Jardinería fácil (Larousse),9788415411338
Huerto en macetas ,"Boudassou, Bénédicte",63.51 Bou,Jardinería fácil (Larousse),9788415411079
El Horticultor de la A a la Z ,"Caron, Michel",63.51 Car,,9788428215398
Cultive todo cuanto pueda comer en menos de un metro cuadrado, ,63.51 Cul,,9788416138593
Guía definitiva de la huerta ,"Domingo, Eulalia",63.51 Dom,,9788466237901
El Huerto ,"Laporte, Amanda",63.51 Lap,,9788415411345
El Huerto ecológico en macetas : manual para horticultores urbanos ,"Lemaître, Hortensia",63.51 Lem,RBA integral,9788415541127
El Huerto en casa ,"Mañeru, María",63.51 Man,,9788466227032
El Cultivo vertical : hortalizas y frutas : técnicas de horticultura creativa en pequeños espacios ,"Massingham, Rhonda",63.51 Mas,,9788428215879
"Bosques y jardines de alimentos : diseño, plantación y mantenimiento... ","Mir, Gisela",63.51 Mir,Guías para la ferlilidad de la tierra,9788412183016
"Manual de cultivo de hortalizas en macetas : cómo cultivar hortalizas en jardineras, tiestos y otros recipientes ","Smith, Edward C.",63.51 Smi,,9788428215732
El Huerto en casa al estilo Montessori ,"Tébar, Cristina",63.51 Teb,,9788417002367
El Huerto urbano : manual de cultivo ecológico en balcones y terrazas ,"Vallès Casanova, Josep M.",63.51 Val,El Arte de vivir,9788476285077
50 cosas que debes saber sobre jardinería, ,63.59 50,,9788448068943
Enciclopedia de jardinería : ideas para cultivar prácticamente de todo ,"Allaway, Zia",63.59 All,,9788480769129
Orquídeas ,"Boudassou, Bénédicte",63.59 Bou,Jardinería fácil (Larousse),9788415411918
Rosas ,"Boudassou, Bénédicte",63.59 Bou,Jardinería fácil (Larousse),9788415411895
A mi no se'm moren les plantes : una manera divertida de conviure amb el món vegetal ,"Burés, Silvia",63.59 Bur,Inspira (Angle)   13,9788492758791
"Plantas para un hogar sano : cómo purifican el aire, eliminan tóxicos y mejoran el ambiente emocional ","Cebrián, Jordi",63.59 Ceb,RBA integral,9788492981977
Plantas descontaminantes ,"Chaudet, Geneviève",63.59 Cha,,9788475566900
Jardines en cajas de madera : ¡descubra cómo crear minipaisajes en recipientes sorprendentes! ,"Collaert, Jean-Paul",63.59 Col,,9788416368570
Conèixer les nostres plantes , ,63.59 Con,, 
"Un Jardín en tu balcón : ideas y consejos para plantar y cuidar tus propias flores, hortalizas y hierbas aromáticas ","Cottenceau, Armelle",63.59 Cot,Libros Cúpula,9788448018382
"Plantas cuidadas, plantas felices ","Doane, Morgan",63.59 Doa,,9788417757083
"Técnicas de jardinería : una completa guía sobre técnicas, diseño, siembra y mantenimiento del jardín y la huerta ","Edwards, Jonathan",63.59 Edw,,9788466225373
Balcones y terrazas ,"Ferret, Philippe",63.59 Fer,Jardinería fácil (Larousse),9788415411901
El Gran libro de la jardinería ,"Ferret, Philippe",63.59 Fer,,9788445907863
Plantas beneficiosas y descontaminantes : para la salud y el medio ambiente ,"Frély, Rachel",63.59 Fre,,9788497779319
Operaciones básicas para el mantenimiento de jardines y zonas verdes ,"Gil-Albert Velarde, Fernando",63.59 Gil,,9788497328814
Jardinería de exterior : ideas y consejos para decorar el jardín , ,63.59 Jar,,9788480169493
"Interiores, terrazas y balcones ","Jiménez Remacha, Roger",63.59 Jim,Guía Biblok de jardineria para ...,9788493758929
"Multiplicar las plantas del huerto y el jardín : siembra, división, esquejado ","Lapouge-Déjean, Brigitte",63.59 Lap,Guías para la fertilidad de la tierra   20,9788494058271
Larousse jardinería de interior : ideas y consejos para decorar la casa , ,63.59 Lar,,9788480169455
Enciclopedia del jardín y del huerto ,"Mainardi Fazio, Fausta",63.59 Mai,,9788431551971
Cómo no matar tus plantas : consejos y cuidados para que tus plantas de interior sobrevivan : trucos de supervivencia para aprendices de horticultor ,"Peerless, Veronica",63.59 Pee,,9780241326688
Enciclopedia de las plantas de interior ,"Rubio Coll, Mireia",63.59 Rub,,9788431552404
Bonsais ,"Samson, Rémy",63.59 Sam,Jardinería fácil (Larousse),9788415411369
"Cómo construir un jardín vertical : ideas para pequeños jardines, balcones y terrazas ","Staffler, Martin",63.59 Sta,GGDIY,9788425230066
Cuidados naturales para perros y gatos ,"Hampikian, Sylvie",63.6 Ham,Ecología en lo cotidiano,9788494433450
Razas de caballos ,"Behling, Silke",63.61 Beh,,9788425519611
El Periquito ,"Birmelin, Immanuel",63.66 Bir,Serie premium (Hispano Europea),9788425519338
Juegos de inteligencia para perros ,"Arrowsmith, Claire",63.67 Arr,,9788499104935
Guía de los perros de apartamento ,"Bolzinger, Michel",63.67 Bol,Triple gold,9788431550936
La Alimentación del perro ,"Desachy, Florence",63.67 Des,,9788431551902
Entrenamiento canino para personas con discapacidad ,"Fernández Foruny, Alicia",63.67 Fer,,9788499100265
El Nuevo libro de adiestramiento canino ,"Fogle, Bruce",63.67 Fog,,9788499283081
El Labrador ,"Ginoulhiac, Luisa",63.67 Gin,,9788431550912
Razas de perros ,"Krämer, Eva-Maria",63.67 Kra,,9788425518928
Cómo educar a tu perro en familia : un programa de 6 semanas para ti y para tu perro ,"MacConnell, Patricia B.",63.67 Mac,Sitbooks   3,9788494561382
Al otro extremo de la correa : por qué a veces no entendemos a los perros y ellos tampoco nos entienden a nosotros ,"MacConnell, Patricia B.",63.67 Mac,,9788483306390
Manual práctico para dueños de perros , ,63.67 Man,,9788499101798
Cómo aprenden los perros : adiestramiento para la respuesta en cachorros y perros adultos ,"Mattinson, Pippa",63.67 Mat,,9788499105611
101 consells per educar el teu gos : els millors consells per cuidar i entendre la teva mascota ,"Obach, Amadeu",63.67 Oba,,9788466409711
Resuelva los problemas de su perro : cómo evitar las situaciones desagradables ,"O'Neill, Amanda",63.67 ONe,,9788428215404
"El Lenguaje del perro : [conocerlo, entenderlo, educarlo] ","Rossi, Valeria",63.67 Ros,,9788431541781
Guía práctica del comportamiento del perro : entender e interpretar su lenguaje corporal ,"Schöning, Barbara",63.67 Sch,,9788425519987
Manual de educación y adiestramiento de perros de terapia ,"Signes Llopis, Miguel Ángel",63.67 Sig,,9788494497551
Entiende a tu perro : educación canina en positivo ,"Solís, Enrique",63.67 Sol,,9788441538412
100 maneras de entender a su perro ,"Tabor, Roger",63.67 Tab,,9788495376725
Guía completa de la educación y adiestramiento del perro ,"White, Angela",63.67 Whi,,9788425510182
Guía práctica de adiestramiento del cachorro : educación y socialización ,"Winkler, Sabine",63.67 Win,,9788425519864
Guía práctica del gato ,"Bessant, Claire",63.68 Bes,,9788466225762
"Guía de la cría de conejos : razas, cuidados, jaulas ","Bennett, Bob",63.69 Ben,,9788428215428
Cuidados para tortugas domésticas : cómo preparar un hogar para una tortuga nueva y mantenerla en un excelente estado de salud y forma ,"Highfield, Andrew",63.69 Hig,,9788499102429
Llévame contigo : guía de adopción responsable ,"Rodríguez Rodríguez, Carlos",63.69 Rod,,9788441538320
Las Tortugas ,"Wilke, Hartmut",63.69 Wil,Serie premium (Hispano Europea),9788425519192
Cómo cura el kéfir : aprende a preparar y disfrutar del fermento medicinal en casa ,"Blasco, Mercedes",63.71 Bla,RBA integral,9788415541196
Los Superquesos : la guía de quesos del supermercado ,"Fernández Sanvisens, Isaac",63.71 Fer,Guías del Lince,9788415070993
El Libro del queso , ,63.71 Lib,,9788496669598
La Carne que comemos : el verdadero coste de la ganadería industrial ,"Lymbery, Philip",63.75 Lym,,9788491045526
Iniciación a la apicultura : tecnología y calendario ,"Robles Portela, Elena María",63.8 Rob,Agroguías Mundi-Prensa,9788484765349
Guía de reptiles ,"Mattison, Chris",63.99 Mat,,9788499105390
Peces de acuario ,"Petrovický, Ivan",63.99 Pet,Enciclopedia de la ciencia (Tikal),9788492678303
Planificación y dirección de servicios y eventos en restauración ,"Alacreu Ginés, José Ramón",64 Ala,Hostelería y turismo (Síntesis),9788497565370
¡Socorro! : manual de supervivencia doméstica ,"Gallo, Ana",64 Gal,LU ilustrado,9788415372424
"Estalvia, és gratis : idees i consells per a l'estalvi quotidià ","Gelpí, Irene",64 Gel,No-ficció (Columna),9788466415675
En casa las cuentas claras ,"Guerrero, Amalia",64 Gue,,9788418582806
La Casa : trucos y consejos para cada día ,"Guibert Brussel, Cécile",64 Gui,Guías de la vida ecológica,9788425519178
Hogarterapia : cuidar de tu casa es cuidar de ti y del planeta ,"Jiménez, María del Mar",64 Jim,,9788491181804
La Felicidad después del orden : una clase maestra ilustrada sobre el arte de ordenar ,"Kondo, Marie",64 Kon,,9788403503816
La Magia del orden : herramientas para ordenar tu casa... ¡y tu vida! ,"Kondo, Marie",64 Kon,,9788403501409
El Arte de ser un desastre ,"MacCartney, Jennifer",64 Mac,,9788499987545
La Alegría del orden en la cocina : cambia tu vida desde el alma de tu casa ,"Schira, Roberta",64 Sch,,9788403517486
Procesos de servicios en bar-cafetería ,"Vives Serra, Roser",64 Viv,,9788499589213
¡Socorro! me independizo : 50 ideas básicas para montar tu casa ,"Zamora, Mey",64 Zam,,9788427037199
"300 técnicas de la cocina vegetariana : más de 100 recetas, más de 1000 fotografías explicadas paso a paso", ,641 300,,9788475567785
